review_id,product_id,reviewer_id,stars,review_body,review_title,language,product_category
es_0926584,product_es_0764079,reviewer_es_0510371,3,"En general cumple, pero el tiempo de respuesta de los gatillos es mayor que en los originales y hay juegos en los que resulta un poco más complicado.",Respuesta un poco lenta,es,video_games
es_0145585,product_es_0489420,reviewer_es_0676389,1,Se ha puesto feo negro y muy mal,Mala calidad,es,jewelry
es_0322320,product_es_0486221,reviewer_es_0091340,1,NO VOY A COMPRAR MAS. PORQUE ME HAN COBRADO POR DEVOLVER EL PRODUCTO 13€ PERDONA?? 13 EUROS POR DEVOLVER UN PRODUCTO??? ESTAMOS LOCOS?? NO PIENSO VOLVER A COMPRAROS NADA.,ESTAFA,es,video_games
es_0476924,product_es_0032366,reviewer_es_0513955,3,Son bastante pesados.,Pasables,es,jewelry
es_0765971,product_es_0604685,reviewer_es_0532909,2,"Quitando que tiene muy buena calidad tanto la alfombrilla y los bordes.. tarda semanas en ponerse recta, y no se fija bien al escritorio y se mueve constantemente. Yo la he devuelto.",Tarda semanas en ponerse recta del todo incluso con peso.,es,video_games
es_0795742,product_es_0709797,reviewer_es_0751451,5,"Gran joya en elegancia y diseño. Un acierto en cada compra, siempre muy satisfactorio. Muy recomendable y de muy buen gusto.",Elegancia y gracias diseño,es,jewelry
es_0104012,product_es_0024834,reviewer_es_0535786,5,La recopilación perfecta para continuar con la saga en PS4. Merece especialmente la pena por el KH Dream Drop Distance. Recomendado para los fans que quieran tener los juegos en la misma plataforma.,Muy bueno,es,video_games
es_0355353,product_es_0814593,reviewer_es_0228747,4,Miy buen producto. Buenos materiales. Tras casi seis meses de uso esta como nueva. No pongo las 5 estrellas porque debería edtar pensada para que tambien pudiera incluirse el cargador de la consola,Muy buen producto,es,video_games
es_0494529,product_es_0739374,reviewer_es_0398877,3,Quizas mas pequeño de lo que esperabamos pero ok. hay que tener cuidado porque el cierre que une el corazon con el cordon se puede abrir. mejor apretarlo para evitar sustos,BONITO,es,jewelry
es_0817109,product_es_0068923,reviewer_es_0745405,5,Muy divertido. Ideal para jugar en familia,👍🏻,es,video_games
es_0881612,product_es_0820290,reviewer_es_0193514,4,"Esta reparado, pero bueno por el precio que estaba, esta genial.",Gran precio gran producto,es,video_games
es_0274648,product_es_0279640,reviewer_es_0702400,5,"Buscaba un collar para un regalo, y encontré este, con buen precio y bastante bonito y me ha sorprendido!! Llego bien en su embalaje sin ningun daño. El colgante se nota que es plata de ley y no ningun otro material chapado en plata, ademas en el cierre viene con uno de seguridad para que no se te pierda. Y si os fijáis en las fotos trae una bolsita para que metais el colgante dentro cuando se lo quite. Sin duda ella ha quedado contenta y yo aliviado de que le haya gustado porque es muy bonito y elegante. Espero os sirva",Precioso,es,jewelry
es_0352166,product_es_0001398,reviewer_es_0774212,2,"Se puede agrandar, si. Pero se nota que es tamaño de adolescente o niño y no es lo que yo queria, el servicio de entrega perfecto",tamaño niño,es,jewelry
es_0856327,product_es_0262736,reviewer_es_0321523,1,La pulsera me llegó rota x la mitad. No reclamaré pero ha sido una decepcion,Decepcion,es,jewelry
es_0776133,product_es_0504166,reviewer_es_0924326,4,"sin embargo, mientras que es un juego increible, le faltaba algo para llegar al 10/10 o a las cinco estrellas. definitivamente lo recomendaria a alguien que empiece a jugar a videojuegos.","buen juego, hay que jugarlo si o si",es,video_games
es_0547074,product_es_0406643,reviewer_es_0789856,1,"No ha llegado el collar . Las demás cosas que he comprado en Amazon han llegado, pero este producto no me ha llegado.",El collar no ha llegado,es,jewelry
es_0292340,product_es_0103422,reviewer_es_0415863,3,"Hola!!. Queria unos pendientes para llevar todos los días y no quitármelos ni para dormir. Por esa parte, bien, no són muy grandes y no molestan, los llevo dos días. Mi problema és que el primer dia que me los puse se me cayó una de las estrellitas en casa, me di cuenta y la volví a poner, pero volvió a caer y esta vez ya no la encontré, no sé que problema tendria, Porqué la otra sigue en el sitio. Así que ahora voy con uno con estrellita y otro sin ella.",Perdí una estrella al momento,es,jewelry
es_0001438,product_es_0310728,reviewer_es_0701144,1,"Si os gustan los collares de plastico y mal pintado, es la mejor opcion en el mercado. Si buscais algo mas...",Plastico con malos acabados - baratija,es,jewelry
es_0472117,product_es_0330865,reviewer_es_0989722,1,Es muy cómodo y eficiente pero tengo un problema con el cable. A veces no lee el mando y en media partida por ese error me matan y eso cabrea muchoooo y la garantía no existe o eso parece -_-,Cable de mierda. 😂,es,video_games
es_0649647,product_es_0125634,reviewer_es_0010311,3,"Llevo dos tardes jugando y ya lo he probado todo de esta expansión. Sinceramente no pensé que se me haría tan corta puesto que otras expansiones dan más juego. Ésta, como digo, no está mal pero se lo podían haber currado un poco más",Está bien pero prefiero otras expansiones,es,video_games
es_0039035,product_es_0598501,reviewer_es_0258742,5,"Son perfectos vienen dos, se ajustan perfectamente y ni se nota que los llevo no duele ni nada, parecen de verdad sin necesidad de agujeros me encanta",Perfectos,es,jewelry
es_0324115,product_es_0661780,reviewer_es_0796074,1,"Demasiado grandes para ser pendientes no se sujetan bien al ovulo, son bonitos y no tienen mala calidad pero están mal hechos, sin más.",Mal hechos,es,jewelry
es_0983396,product_es_0011359,reviewer_es_0427299,4,Un abalorio muy bonito pero que ha perdido parte de su brillo en el pico en unos meses,Buena compra,es,jewelry
es_0443488,product_es_0939239,reviewer_es_0632711,2,"visualmente es un gran juego, sobre todo para los fans de la saga pero es muy lineal y repetitivo. mejor la 2ª parte",ABURRIDO,es,video_games
es_0924492,product_es_0654303,reviewer_es_0982300,1,Aun no la he recibido,No puedo opinar,es,jewelry
es_0052453,product_es_0959180,reviewer_es_0599752,2,Me quedan un poco anchas y no me sientan demasiado bien al andar la relacion calidad precio es buena.,Pedir tu numero esacto de pie.,es,jewelry
es_0318552,product_es_0624844,reviewer_es_0927011,3,"Es tal cual se ve. Bastante pequeño para mí opinión, es más para niñas pequeñas. Y se ve mucho que no es de calidad. El colgante más pequeño que mi uña y la cadena cortita",No volvería a comprarlo,es,jewelry
es_0923064,product_es_0277942,reviewer_es_0450541,4,Cumple con mis expectativas. Buena la relación calidad precio. El tiempo que ha tardado el envío ha sido demasiado prolongado.,Buena relación calidad precio,es,video_games
es_0710431,product_es_0141214,reviewer_es_0973006,4,Me ha llegado antes de lo esperado. La imagen es mucho mejor que el adaptador ps2 a hdmi. En una pantalla de 24 con este cable se puede jugar bien. Los dientes de sierra aun son visibles pero bajar la nitidez de la pantalla ayuda bastante. Le pongo 4 porque me llegaron 2 pines muy pegados. Los ajuste antes de conectar la ps2. Si no me hubiera percatado quizas hubiera dañado mas lo pines o el puerto de la ps2.,Cuidado con los pines,es,video_games
es_0665408,product_es_0231798,reviewer_es_0608558,2,"No me ha gustado porque me parece demasiado grande, aunque eso es una cuestión de gustos. Lo que sí puedo decir es que la parte de la flor es de algún metal que se pone feo enseguida, en un mes o menos (pasa de plateado a cobrizo). Por el precio que tiene merece la pena comprarlo para lucirlo puntualmente, pero teniendo en cuenta que en cuatro días se va a poner feo.",Pasa de plateado a cobrizo,es,jewelry
es_0673742,product_es_0840084,reviewer_es_0016638,4,El producto me gusta mucho. Por ese precio no se le pueden pedir muchas cosas. Lo único que deberían tener mas medidas para el futuro. Gracias !,Muy bonito,es,jewelry
es_0987619,product_es_0490731,reviewer_es_0221406,4,"La cadena no es la de la imagen, pero está muy bien",Envío rápido,es,jewelry
es_0551251,product_es_0334701,reviewer_es_0636299,1,"Lo he devuelto es muy endeble y se ha partido. El anillo en si era bonito, pero no ha durado ni 1 semana. No vale la pena gastarse el dinero en esta articulo",Lo he devuelto,es,jewelry
es_0782112,product_es_0068127,reviewer_es_0466725,2,"No me ha venido el cable de carga ni pilas, a parte está algo sucio y tendré que limpiarlo, es la primera vez que compro algo por amazon de segundamano y no me he llevado buen gusto de ello",Fallos,es,video_games
es_0973407,product_es_0090755,reviewer_es_0951998,1,La tube que tirar es muy dura y raspa por dentro me rozaba toda la muñeca probe a darle una capa de cera de caballo pero nada,Mal producto,es,jewelry
es_0503789,product_es_0589041,reviewer_es_0390506,5,Calidad excelente. Rígida y con espacio para guardar todo lo necesario. Rígida como pide algo delicado como las PS VR.,Muy buena,es,video_games
es_0178911,product_es_0693223,reviewer_es_0109742,5,"muy.comodo, puedes cambiar los separadores como quieras. yo coloco la switch en el centro no como aparece en las fotos para protegerla mejor de los golpes ya que la funda no es rigida",ligera y comoda,es,video_games
es_0537157,product_es_0175582,reviewer_es_0780329,4,Tiene buen sonido y la duración de la batería para la cancelación de ruido son unas 5 horas. Es probable que algunos móviles no lo reconozca y si les desactivas el micro es imposible que lo haga. El micro tiene buena calidad de sonido para ser unos incluidos en unos auriculares de tapón pero no mejora mucho respecto a otros. Si lo pillas con una buena oferta puede valerte de sobra tanto para jugar a la PS4 con el sonido por el mando como para llevártelo con el móvil.,Algo caro para precio completo,es,video_games
es_0446582,product_es_0891049,reviewer_es_0734157,4,Son bonitos. Cómo se ven en la foto.,Cumple la expectativa,es,jewelry
es_0188030,product_es_0753570,reviewer_es_0895903,5,"Preciosos y elegantes pendientes de plata,es la flor de loto, quedan muy bonitos puestos, tienen una medida perfecta... Recomendable 100%",Flor de loto pendientes,es,jewelry
es_0052120,product_es_0780555,reviewer_es_0899101,2,Son excesivamente debiles y venian con algún golpe en el lateral de uno de ellos. No los volvería a comprar.,Mala calidad,es,jewelry
es_0756777,product_es_0083363,reviewer_es_0125982,2,"La cadena semi rígida se rompe muy fácilmente, la he arreglado y se ha vuelto a romper enseguida. No sirve para el tobillo",Deficiente,es,jewelry
es_0343156,product_es_0938713,reviewer_es_0405164,3,Un buen producto parece que tiene. Solo faltaría especificar que solo es camuflaje por la parte delantera la parte trasera es lisa,Parte delantera camuflaje trasera no,es,video_games
es_0131569,product_es_0421457,reviewer_es_0370405,1,En un mes ya lo tienes roto (lo cargas y se descargan en 1 dia),Estafa,es,video_games
es_0399657,product_es_0316541,reviewer_es_0604863,3,"El producto llego un dia mas tarde de lo indicado y la sorpresa fue al abrir la cajita tan mona en la que venia dentro venian los pendientes en Bolsitas transparentes y mi sorpresa fue ver uno de ellos que venia no plata, se suponia que era plata a si que me arriesgue y lo limpie con bicarbonato que limpia muy bien la plata y por suerte se quedo reluciente mejor de lo que venia, Solucionado''por lo demas todo bien corresponde a la foto que aparece.",de mal a mejor,es,jewelry
es_0663365,product_es_0513101,reviewer_es_0149039,1,"Primero no me llegó el producto, lo devolvieron ellos mismos antes de recibirlo en un punto de recogida. Lo volví a pedir y cuando me llegó el cierre que parece metálico resulta que es de plástico y estaba roto. Tuve que salir corriendo a comprar una pulsera a la joyería.",Un desastre,es,jewelry
es_0535769,product_es_0267171,reviewer_es_0700816,5,Ha cumplido perfectamente y ampliamente mi objetivo.Relacion calidad precio perfecto.Se ajusta muy bien.La recomendare a mis amistades cuando me pregunten,Conseguido,es,jewelry
es_0028203,product_es_0118476,reviewer_es_0663111,5,Comprado para regalar y acerté de lleno. La persona que lo recibió estuvo encantada porque no lo había visto nunca. La foto queda exacta y en la pulsera Pandora encaja perfectamente.,Regalo original,es,jewelry
es_0325771,product_es_0342072,reviewer_es_0034806,4,Llego rapido y en perfecto estado . Es exacto a las fotos asique muy contento,Perfecto,es,jewelry
es_0220666,product_es_0131549,reviewer_es_0967880,3,"El conector es correcto, se adapta perfectamente y es el original, la parte negativa es que lo esperaba un día concreto en una franja horaria concreta y de eso nada, se retrasó 2 días, no acabo de entender porqué te venden una cosa si después no la cumplen, y no solo con este producto, pedí otros 3 artículos para que me llegaran el mismo dia en la misma franja horaria con idéntico resultado.","Bien, pero...",es,video_games
es_0984317,product_es_0631681,reviewer_es_0082481,5,Es preciosa a mu nuera le gusto muchísimo es de buena calidad,Es de buena calidad y preciosa,es,jewelry
es_0652246,product_es_0963973,reviewer_es_0452464,5,Me gusto mucho la pulsera. El pedido llego rapido. Corresponde con la descripcion. lo recomiendo. Estoy muy contenta muchas gracias,todo perfecto,es,jewelry
es_0318581,product_es_0527751,reviewer_es_0746243,1,"las piezas no encajan bien, instrucciones muy mal explicadas, los soportes para mandos se caen. en fin un desproposito. DEvolucion","malo no, lo siguiente",es,video_games
es_0477908,product_es_0751799,reviewer_es_0588515,3,"Pesan un poco, pero sientan muy bien.",Tal y como esperaba,es,jewelry
es_0112682,product_es_0002977,reviewer_es_0965591,2,Compré el juego en español y viene en italiano. En la parte posterior aparece multilenguaje pero no lo sabes hasta que no lo abres.,¿Seguro que es multilenguaje?,es,video_games
es_0509619,product_es_0720463,reviewer_es_0124324,1,Llegó excesivamente tarde. Vamos que no lo puede utilizar para lo que lo quería....,Cómo si no lo hubiera comprado...,es,jewelry
es_0054463,product_es_0623715,reviewer_es_0886024,2,"El material es bastante malo, el plastico de baja calidad, al principio no encaja bien ni en la PS VITA ni en el USB, eso si, CUMPLE SU FUNCION, cargar, carga. No volvería a comprarlo, gastaría algo mas y compraría algo de mas calidad.",Al menos carga...,es,video_games
es_0354016,product_es_0514390,reviewer_es_0779920,4,"El juego es espectacular, no le doy 5 estrellas por que no me llegó la beta y no pude probar el juego antes pero por lo demás perfecto!!!! Gracias!!",Uno de los mejores juegos!,es,video_games
es_0615819,product_es_0169271,reviewer_es_0712794,1,"Buenas, quiero poner una queja del repartidor que ha traido este pedido, ha entregado el pedido pero a mi no me lo ha dado, ni he recibido ninguna llamada, simplemente ha dado un pedido de 64 euros a un completo desconocido, ruego expulsen de su empresa a ese impresentable, ya que es un pedido para uso personal y ha sido entregado a una direccion en la que ahora no hay viviendo nadie por equivocacion mia, se que he fallado pero lo mas normal es que me llamara o no entregara el pedido... Espero que puedan llamarme o contactar conmigo para solucionar este problema.",Paquete entregado a una persona desconocida.,es,video_games
es_0840564,product_es_0097379,reviewer_es_0132134,2,Lo pedí en plata y me llego en dorado,No muy contenta,es,jewelry
es_0645703,product_es_0608234,reviewer_es_0289633,3,"Llega tal y como en la foto, muy bonito y muy bien proporcionado y de tamaño. La pega es que, como la parte de atrás es un tapón de silicona transparente muy pequeño, no hace presión ni sujeción ninguna y el pendiente, por su peso, se pone del revés, es decir, se queda la rosa arriba y la perla y los brillantes colgando por debajo del lóbulo.",Mujer realista,es,jewelry
es_0024671,product_es_0397142,reviewer_es_0597319,2,"El producto está bien, pero hay detalles que deberían ser controlados por el fabricante o el distribuidor antes de ponerlo a la venta. Por ejemplo, el color de la bola suele ser más oscuro en la realidad que en la foto de la web. Y no solo eso: el ala está engarzada a la bola de tal manera que se queda torcida. Ya devolví una por este motivo y me volvieron a enviar otra con el mismo defecto. Y temo que si la devuelvo de nuevo,me manden otra igual.... y así hasta el infinito","Bien, pero con alguna pega",es,jewelry
es_0187114,product_es_0979842,reviewer_es_0762256,1,Se esperaba hoy y no ha llegado. Ahora puede que no llegue hasta el miércoles. Era para un regalo. Me han dejado echa polvo. No es la primera vez que pasa. Y ver por el seguimiento que tarda 12 horas para ir de Coslada a Getafe. Y luego 24 horas después sale de Getafe. Cuando era el día en que tenía que llegar. ¿ Cuánto tardará en hacer los 300 km hasta su destino? Igual el miércoles es pronto con esa media. Muy decepcionada.,Decepcionada,es,video_games
es_0647940,product_es_0990724,reviewer_es_0093474,5,"Como sirve Amazon, rapido, productos de calidad y sin ningun problema en la debulucion si se da el caso. El juego no me ha gustado nada lo han destrozado, el anterior a este era fabuloso y disfrutaba jugando. Seguire jugando para sacarle partido a lo que me ha costado.",El servicio y la rapidez,es,video_games
es_0891139,product_es_0769662,reviewer_es_0941888,1,El anillo esta guay pero pone el dedo negro al dia siguiente de ponertelo. Las instrucciones sobre los colores son un poco basura,:(,es,jewelry
es_0523596,product_es_0979295,reviewer_es_0681383,1,El collar tiene algunos desperfectos y no cierra correctamente... no me ha gustado la calidad del producto,No lo recomiendo,es,jewelry
es_0692554,product_es_0815462,reviewer_es_0264371,3,"En general cumple con mis expectativas ya que es exactamente lo que solicite en la compra. Producto original y ajustado a las especificaciones del fabricante,",Buen producto,es,video_games
es_0216869,product_es_0517494,reviewer_es_0101198,2,"todavia no lo he regalado,es para alguien especial,ya les dire,pero lo q si os puedo decir es q podria venir presentada,de otra forma,viene en una bolsita de plastico,ya podrian ponerla en una cajita o bolsa mas adecuada para lo q es",Pulsera,es,jewelry
es_0849611,product_es_0025035,reviewer_es_0815147,5,Ajustable a la medida de la muñeca de forma fácil y queda muy fino y elegante .,Muy bonita,es,jewelry
es_0289742,product_es_0934423,reviewer_es_0634860,4,Lo imaginaba más largo pero son muy bonitos,Bonito,es,jewelry
es_0984076,product_es_0902450,reviewer_es_0435983,3,Es pequeñita pero queda muy bonita. Y aunque la.mojes no se pone fea,Buena compra,es,jewelry
es_0372723,product_es_0957901,reviewer_es_0564670,5,Se me agrietó la goma original del joystick y estas fundas han resucitado el mando. Se instalan fácilmente y quedan de lujo. El artículo es exactamente el mismo que se describe y que aparece en la foto del vendedor. 100% recomendable.,"Buenas fundas, molonas y agarre excelente.",es,video_games
es_0981120,product_es_0271012,reviewer_es_0647350,2,"Son un poco rígidos y esta algo torcido el enganche, de momento todo bien pero son delicados y quizá muy pequeños",Alicia,es,jewelry
es_0965182,product_es_0486677,reviewer_es_0010539,4,Vino en color negro. Pero me habían avisado. Perfecto. Además venía con una funda protectora de silicona. Estoy muy contenta,Ana Fernández,es,video_games
es_0776778,product_es_0320855,reviewer_es_0618361,4,Hola he comprado este mando pero mi samsung s8 no me lo reconoce... me podeis dar los paso que hay que seguir para que se vincule ? Parpadean los 3 todo el rato. De que manera conecto los cables? Gracias,No vincula con samsung s8 ayuda?,es,video_games
es_0192638,product_es_0564387,reviewer_es_0494414,4,"Envío rapidísimo. La calidad parece buena, es flexible y el cierre bastante bueno. La desilusion es que venga en una bolsita de plástico junto con una de tela, en vez de una caja.",Samuel GS,es,jewelry
es_0575421,product_es_0433844,reviewer_es_0094438,3,"Es bonito, pero no traía la bolsa de la marca, con lo que por el precio que he pagado igual que en la web de Tous, desmejora mucho el regalo, y parece que es de pega.",bonito,es,jewelry
es_0058821,product_es_0583184,reviewer_es_0280470,2,"El juego tiene una temática buena, pero no lo sabe explotar. Una movilidad tosca. No dejan de llegar parches para arreglarlo...",Mediocre,es,video_games
es_0359097,product_es_0473540,reviewer_es_0597849,3,"Producto auténtico de alta calidad, es el que esperábamos y ha sido el de la foto, práctico si se quiere y más económico q en tienda.",Auténtico,es,video_games
es_0462803,product_es_0715266,reviewer_es_0400121,4,"Cumple con el propósito para el que lo compré. Por ahora no ha sufrido con el grabado, y su aspecto es correcto.",Cumple,es,jewelry
es_0931131,product_es_0129531,reviewer_es_0709712,3,"Para cargar los mandos de la Nintendo es como dice en el anuncio,viene solo la base, y hace cargas rapidas",Cargador para Mandos,es,video_games
es_0936323,product_es_0069431,reviewer_es_0164171,5,"Buenisimo! están disfrutando a tope montando los Kits, se entretienen muchisimo! y disfrutan jugando con la switch.Un acierto total!",Genial!,es,video_games
es_0007062,product_es_0081650,reviewer_es_0678200,1,Cuando los recibí me gustaron mucho pero los brillantitos duraron una puesta.Me quede sin pendientes.,Mala calidad,es,jewelry
es_0148669,product_es_0995315,reviewer_es_0351846,3,"En juego como era de esperar te viene en ingles aunque si tu play 4 lo pones en español latino, te sale los subtitulos en español.",Batman para las VR,es,video_games
es_0199528,product_es_0634904,reviewer_es_0172194,1,"No es para nada el material que promete, tiene un tacto desagradable. Y, respecto al color viene oxidado, en su mayor parte oxido y una fina linea azul para nada brillante como en las fotos. Una decepción.",Distinto a las fotos y mala calidad,es,jewelry
es_0428340,product_es_0467816,reviewer_es_0401471,2,"Se queda atascado, no van bien los controles.",Tirando a malo,es,video_games
es_0967926,product_es_0091453,reviewer_es_0931384,3,"Bonitos y con un diseño diferente, aunq algo incómodos. El sonido estaba bien y el micrófono funcionaba correctamente",Diseño diferente pero algo incómodo,es,video_games
es_0729974,product_es_0302667,reviewer_es_0528281,4,"Un producto estupendo, recomendable 100% por su calidad precio",Recomendable,es,video_games
es_0743065,product_es_0255468,reviewer_es_0785908,3,"PENSABA QUE LLEGARIA CON SU CAJA ORIGINAL, QUE CHASCO CUANDO ME LLEGA EN UNA CAJA DE CARTON MARRON, NO ME VALE PARA HACER UN REGALO :(",SIN CAJA,es,jewelry
es_0789936,product_es_0334095,reviewer_es_0343870,4,Comprado para efectuar un detalle.,Regalo,es,jewelry
es_0260783,product_es_0281328,reviewer_es_0894508,4,"Es un juego muy parecido al primero de la saga. Particularmente me gustó más el primero, pero sigue la misma dinámica de shooter rápido casi frenético. Me ha gustado la compra. Si te gusto el primero, te gustará el segundo. Es bastante continuista. Recomiendo jugarlo.",Similar al primer juego,es,video_games
es_0969077,product_es_0001570,reviewer_es_0609572,3,"El material y aspecto de la funda, o más bien estuche, es muy bueno. Quizás podría ser un poco más grande porque las correas de los joy-con apenas caben.....",Queda como un guante,es,video_games
es_0565581,product_es_0338080,reviewer_es_0748963,3,No trae certificado autenticidad,Correcto,es,jewelry
es_0919306,product_es_0373047,reviewer_es_0766392,1,primero compre uno y me enviaron dos.pague los dos por supuesto lo deje en un punto de recogida y no pasaron a por el y para colmo de mis males no funcionan bien,malo no lo siguiente,es,video_games
es_0341004,product_es_0240639,reviewer_es_0370460,1,"Cuando lo elegí ponía versión Uk, con voces y textos en español y no es así. Está todo en inglés sin posibilidad de cambiarlo.",Está en inglés.,es,video_games
es_0490684,product_es_0830435,reviewer_es_0655266,5,Muy resistentes y de calidad.,Buenas bolsas,es,jewelry
es_0717717,product_es_0895840,reviewer_es_0991614,1,Aboné la diferencia del envío urgente para recibirlo el día después y me tardo una semana. Recibido por correos express,Fuera de plazo,es,video_games
es_0009404,product_es_0976839,reviewer_es_0417322,3,Gran compra si te gusta jugar y probar la pantalla tactil y el 3D. Lastima que no incluya el cargador.,Divertida,es,video_games
es_0138817,product_es_0585768,reviewer_es_0094961,5,Calidad precio buena,Buenos,es,jewelry
es_0791173,product_es_0134632,reviewer_es_0004285,1,Todavía no ha llegado,Tarde,es,video_games
es_0319917,product_es_0864147,reviewer_es_0388984,4,Tienen un bonito acabado y para salir del paso no están nada mal.,Te permiten salir del paso,es,jewelry
es_0831083,product_es_0323229,reviewer_es_0469470,5,"Buenas terminaciones,buen acabado y presentación,toda vuestra atención siempre muy buena y puntual,ha llegado en la fecha prevista,muchas gracias,un saludo, gracias",Mercedes María Alonso Benavente,es,jewelry
es_0293440,product_es_0699566,reviewer_es_0979124,4,Perfecto para poner los detalles de mi alergia llegó pronto y el producto es igual que el de la foto,Placa alergia,es,jewelry
es_0298250,product_es_0024834,reviewer_es_0425229,3,El juego vino suelto de la sujeción del CD,Juego,es,video_games
es_0301462,product_es_0527245,reviewer_es_0465181,4,Llego antes de tiempo,Pendientes y colgante,es,jewelry
es_0187758,product_es_0426579,reviewer_es_0758807,3,Nuevo y tirado de precio,Nuevo,es,video_games
es_0213081,product_es_0924716,reviewer_es_0351127,5,"Muy orgullosos con esta compra, se ve de alta calidad,nada que envidiar a una joyería. Un regalo precioso que aguanta dl color perfectamente","Muy bonito, de alta calidad",es,jewelry
es_0589769,product_es_0722555,reviewer_es_0837605,1,Mala calidad. No se si compensa por el bajo precio porque no creo que se los ponga nadie ni el primer dia,Muy malos,es,jewelry
es_0698074,product_es_0034637,reviewer_es_0109177,5,"Me ha llegado con 5 días de antelación y en muy buen estado, volveré a comprar :)",El estado del producto es intacto,es,video_games
es_0135558,product_es_0731242,reviewer_es_0971288,5,buen regalo a precio bueno y envio muy rapido,precio ok,es,video_games
es_0883716,product_es_0404371,reviewer_es_0872313,5,"Toda la esencia de ps2 en tu ps4. El cambio gráfico es notable, dentro de los propios límites, claro. Totalmente recomendable.",Vuelta a 2003,es,video_games
es_0193639,product_es_0417701,reviewer_es_0336028,1,Lo compre para un regalo y la sopresa me la lleve yo!! Aunque ponga que tiene licencia oficial no funciona con el F1 2015 de Ps4.,No vale para F1 2015,es,video_games
es_0006470,product_es_0944663,reviewer_es_0692102,3,Esperaba más del juego.,Regulín.,es,video_games
es_0218312,product_es_0374672,reviewer_es_0381615,1,"No son de pandora, son grandes para dicha pulsera, a la vez de anchos, al uso diario se hace incómodo.",Nada que ver con pandora,es,jewelry
es_0365542,product_es_0266868,reviewer_es_0725425,5,Muy bien precintado y sin arañazos.,Artículo genial,es,video_games
es_0146500,product_es_0300747,reviewer_es_0704796,2,Fantástico regalo por presencia y calidad no se puede pedir más por ese precio estupendo un tamaño ideal ( habló del corazón colgante)...el pero es que después de 2 días de uso continuo llevo el cuello verde por la mala calidad de la cadena...este producto no se merece esta cadena con este material tan malo..una pena..lo solucione cambiando la cadena,Muy bonito corazón mala cadena,es,jewelry
es_0270807,product_es_0366387,reviewer_es_0518759,2,Excelente servicio de Amazon como siempre aunque tuvimos que devolverlo porque no funcionaba correctamente.,Mal funcionamiento,es,video_games
es_0605204,product_es_0605458,reviewer_es_0726858,1,"Por el precio no se puede pedir más, compré 3, para mi madre, mi hermana y para mi, pero son tan cutres y con tan malos acabados que me dio hasta vergüenza y las tengo por ahí tiradas",calidad horrible,es,jewelry
es_0012058,product_es_0728265,reviewer_es_0247569,4,Lo han traido a tiempo y entregado justo en el momento. Al niño le encanto tanto el color como la jugabilidad,perfecto,es,video_games
es_0526784,product_es_0612853,reviewer_es_0236741,5,Todo en perfecto estado,Carlos,es,video_games
es_0309165,product_es_0030571,reviewer_es_0924753,1,"El comprar este juego por Amazon, no tiene ningún sentido! Las claves están activadas y por lo tanto te reembolsan el dinero! O te dan el enlace del fabricante,pero la fábrica dice que no se hacen cargo de otras compras realizadas fuera de su página!",No funciona este juego que venden,es,video_games
es_0715390,product_es_0980110,reviewer_es_0143390,1,La caja esta muy chula pero el juego salio el dia 14 y me llego el 20 siendo prime . Estuve a punto de cancelar todo y no renovar el prime. También llego algo dañada por las esquinas,No llego a tiempo,es,video_games
es_0901380,product_es_0464104,reviewer_es_0871086,3,"Estan muy bien, pero son pequeñitos, para labio dificilmente pueden servir por el tamaño del diametro.",PENDIENTES,es,jewelry
es_0571482,product_es_0912206,reviewer_es_0975214,1,"Los palos son muy cortos, no me lo he podido poner, se los he dado para mí hija pequeña, es una lastima.",Los palos son muy cortos.,es,jewelry
es_0416848,product_es_0431921,reviewer_es_0283791,2,"Aunque he leído que el ventilador es de los silenciosos, la verdad que para mí gusto hace mucho más ruido que ya Slim. Estoy un poco decepcionado.",Hace bastante ruido,es,video_games
es_0955835,product_es_0234276,reviewer_es_0577130,5,Llegó bien y es un juegazo,Lo recomiendo,es,video_games
es_0646415,product_es_0899134,reviewer_es_0281193,5,"compre esta pulsera por probar y ha sido toda una grata sorpresa, por un precio baratisimo tiene una mas q aceptable calidad y es muy bonita, tal cual como aparece en la foto",gran compra,es,jewelry
es_0608310,product_es_0239093,reviewer_es_0513549,3,Los botenes son muy sensibles y no detecta Bien la interacción,Sin más,es,video_games
es_0400095,product_es_0491220,reviewer_es_0684124,3,"es bonita, queda bien en el pie pero no se debe mojar ya que yo me bañe con la mía y ahora tiene mucho oxido.",bonita,es,jewelry
es_0078578,product_es_0982153,reviewer_es_0432546,3,"Algo mas pequeño que el mando original, por lo demas calidad precio? Mi opinion comprad el original se pueden cambiar carcasas etc, con este no, lo unico que lo diferencia del mando de la ps4 es una pequeña luz alargada en el frontal.",Mike,es,video_games
es_0826831,product_es_0867808,reviewer_es_0959059,5,Todo perfecto Gracias,Sois muy puntuales y todo oerfecto,es,jewelry
es_0234448,product_es_0122585,reviewer_es_0926301,3,"Por el precio están bien, pero el color no es dorado, es más bien rosáceo.",No son dorados,es,jewelry
es_0980598,product_es_0625193,reviewer_es_0155072,1,Hay un pero que es determinante. Todo lo empaña la incompetencia de un repartidor y de una agencia de transportes que tiene a repartidores incompetentes en su plantilla. Debió ser entregado el día 5 y ha sigo entregado el día 8. Muy decepcionado.,El collar es como esperaba pero...,es,jewelry
